,Date,Vis_Team,Inning,Batting,Outs,Balls,Strikes,Pitch_Sequence,Vis_Score,Home_Score,Batter,Batter_Hand,Pitcher,Pitcher_Hand,First_Runner,Second_Runner,Third_Runner,Event_Text,Is_Leadoff,Event_Type,RBI,Event_Number
3181,PIT201907030,CHN,9,1,1,2,0,BBX,5,5,dickc002,L,kimbc001,R,fraza001,,kangj001,7/L/SF.3-H,F,2,1,80
3188,PIT201907040,CHN,1,1,0,2,0,BBX,1,0,newmk001,R,quinj001,L,,,,S7/L+,T,20,0,7
3189,PIT201907040,CHN,1,1,0,1,1,1FB1X,1,0,reynb001,R,quinj001,L,newmk001,,,FC5.1X2(5E4);B-1,F,19,0,8
3190,PIT201907040,CHN,1,1,0,0,0,X,1,0,marts002,R,quinj001,L,reynb001,newmk001,,8/L+.2-3,F,2,0,9
3191,PIT201907040,CHN,1,1,1,0,1,SX,1,0,bellj005,R,quinj001,L,reynb001,,newmk001,64(1)3/GDP,F,2,0,10
3196,PIT201907040,CHN,2,1,0,0,1,CX,2,0,cabrm002,R,quinj001,L,,,,43/G,T,2,0,15
3197,PIT201907040,CHN,2,1,1,3,1,BBFBB,2,0,osunj001,R,quinj001,L,,,,W,F,14,0,16
3198,PIT201907040,CHN,2,1,1,0,0,X,2,0,kangj001,R,quinj001,L,osunj001,,,D8/L+.1-H,F,21,1,17
3199,PIT201907040,CHN,2,1,1,0,1,CB,2,1,diaze005,R,quinj001,L,,kangj001,,WP.2-3,F,9,0,18
3200,PIT201907040,CHN,2,1,1,3,2,CB.FFBBX,2,1,diaze005,R,quinj001,L,,,kangj001,8/L/SF.3-H,F,2,1,19
3201,PIT201907040,CHN,2,1,2,1,2,CCBC,2,2,lylej001,R,quinj001,L,,,,K,F,3,0,20
3208,PIT201907040,CHN,3,1,0,1,0,BX,4,2,newmk001,R,quinj001,L,,,,S7/G,T,20,0,27
3209,PIT201907040,CHN,3,1,0,3,1,1BB1BC1X,4,2,reynb001,R,quinj001,L,newmk001,,,9/F,F,2,0,28
3210,PIT201907040,CHN,3,1,1,1,0,B+1X,4,2,marts002,R,quinj001,L,newmk001,,,S8/L.1-3,F,20,0,29
3211,PIT201907040,CHN,3,1,1,0,0,X,4,2,bellj005,R,quinj001,L,marts002,,newmk001,8/F/SF.3-H,F,2,1,30
3212,PIT201907040,CHN,3,1,2,0,0,X,4,3,cabrm002,R,quinj001,L,marts002,,,S9/L.1-2,F,20,0,31
3213,PIT201907040,CHN,3,1,2,1,2,*BFCX,4,3,osunj001,R,quinj001,L,cabrm002,marts002,,64(1)/FO/G,F,2,0,32
3218,PIT201907040,CHN,4,1,0,1,0,BX,4,3,kangj001,R,quinj001,L,,,,7/L,T,2,0,37
3219,PIT201907040,CHN,4,1,1,3,1,FBBBX,4,3,diaze005,R,quinj001,L,,,,D8/F+,F,21,0,38
3220,PIT201907040,CHN,4,1,1,1,1,CBX,4,3,lylej001,R,quinj001,L,,diaze005,,3/P3F,F,2,0,39
3221,PIT201907040,CHN,4,1,2,0,0,X,4,3,newmk001,R,quinj001,L,,diaze005,,7/F,F,2,0,40
3232,PIT201907040,CHN,5,1,0,0,2,FST,9,3,reynb001,R,quinj001,L,,,,K,T,3,0,51
3233,PIT201907040,CHN,5,1,1,3,2,CBFBBC,9,3,marts002,R,quinj001,L,,,,K,F,3,0,52
3234,PIT201907040,CHN,5,1,2,2,2,BBFCX,9,3,bellj005,R,quinj001,L,,,,53/G+,F,2,0,53
3240,PIT201907040,CHN,6,1,0,2,2,CBSBFX,11,3,cabrm002,R,quinj001,L,,,,6/P,T,2,0,59
3241,PIT201907040,CHN,6,1,1,3,2,FFBBBX,11,3,osunj001,R,quinj001,L,,,,63/G,F,2,0,60
3242,PIT201907040,CHN,6,1,2,2,2,CBSBC,11,3,kangj001,R,quinj001,L,,,,K,F,3,0,61
3246,PIT201907040,CHN,7,1,0,2,2,CBFBS,11,3,diaze005,R,quinj001,L,,,,K,T,3,0,65
3247,PIT201907040,CHN,7,1,1,0,2,SFS,11,3,morac001,L,quinj001,L,,,,K,F,3,0,66
3248,PIT201907040,CHN,7,1,2,2,2,SBBFX,11,3,newmk001,R,quinj001,L,,,,53/G,F,2,0,67
3252,PIT201907040,CHN,8,1,0,1,2,.CCFBFS,11,3,reynb001,L,chatt001,R,,,,K,T,3,0,71
3253,PIT201907040,CHN,8,1,1,1,1,BFX,11,3,marts002,R,chatt001,R,,,,13/G+,F,2,0,72
3254,PIT201907040,CHN,8,1,2,3,2,BCBFBX,11,3,bellj005,L,chatt001,R,,,,31/G-,F,2,0,73
3258,PIT201907040,CHN,9,1,0,0,0,.X,11,3,cabrm002,L,cishs001,R,,,,8/F,T,2,0,77
3259,PIT201907040,CHN,9,1,1,2,2,FFFFBBFX,11,3,osunj001,R,cishs001,R,,,,63/G-,F,2,0,78
3260,PIT201907040,CHN,9,1,2,0,1,.CX,11,3,fraza001,L,cishs001,R,,,,5/P5F,F,2,0,79
3266,PIT201907050,MIL,1,1,0,0,2,CFFX,0,0,fraza001,L,daviz001,R,,,,63/G,T,2,0,6
3267,PIT201907050,MIL,1,1,1,3,2,BBBCFS,0,0,reynb001,L,daviz001,R,,,,K,F,3,0,7
3268,PIT201907050,MIL,1,1,2,3,2,BBBFCFB,0,0,marts002,R,daviz001,R,,,,W,F,14,0,8
3269,PIT201907050,MIL,1,1,2,2,1,BBCX,0,0,bellj005,L,daviz001,R,marts002,,,4/L,F,2,0,9
3275,PIT201907050,MIL,2,1,0,1,2,CFBX,0,0,morac001,L,daviz001,R,,,,S7/L,T,20,0,15
3276,PIT201907050,MIL,2,1,0,3,2,BBCBTFFX,0,0,dickc002,L,daviz001,R,morac001,,,S9/L.1-2,F,20,0,16
3277,PIT201907050,MIL,2,1,0,2,2,S*BCBS,0,0,newmk001,R,daviz001,R,dickc002,morac001,,K,F,3,0,17
3278,PIT201907050,MIL,2,1,1,0,0,X,0,0,diaze005,R,daviz001,R,dickc002,morac001,,9/L,F,2,0,18
3279,PIT201907050,MIL,2,1,2,1,1,SBX,0,0,braus002,L,daviz001,R,dickc002,morac001,,S6/G.2-3;1-2,F,20,0,19
3280,PIT201907050,MIL,2,1,2,0,0,X,0,0,fraza001,L,daviz001,R,braus002,dickc002,morac001,8/L,F,2,0,20
3284,PIT201907050,MIL,3,1,0,2,1,BBFX,0,0,reynb001,L,daviz001,R,,,,S8/G,T,20,0,24
3285,PIT201907050,MIL,3,1,0,0,0,X,0,0,marts002,R,daviz001,R,reynb001,,,8/F,F,2,0,25
3286,PIT201907050,MIL,3,1,1,3,2,1FBFBBFF1FFS,0,0,bellj005,L,daviz001,R,reynb001,,,K+CS2(24)/DP,F,3,0,26
3293,PIT201907050,MIL,4,1,0,3,2,BFBFBC,1,0,morac001,L,daviz001,R,,,,K,T,3,0,33
3294,PIT201907050,MIL,4,1,1,3,2,BBCFFFBX,1,0,dickc002,L,daviz001,R,,,,63/G,F,2,0,34
3295,PIT201907050,MIL,4,1,2,2,0,BBX,1,0,newmk001,R,daviz001,R,,,,53/G,F,2,0,35
3301,PIT201907050,MIL,5,1,0,3,2,CFBBBX,1,0,diaze005,R,daviz001,R,,,,7/L,T,2,0,41
3302,PIT201907050,MIL,5,1,1,1,1,.BSX,1,0,osunj001,R,daviz001,R,,,,43/G,F,2,0,42
3303,PIT201907050,MIL,5,1,2,2,2,CBBCX,1,0,fraza001,L,daviz001,R,,,,9/L+,F,2,0,43
3309,PIT201907050,MIL,6,1,0,3,2,.CBTBBX,1,0,reynb001,L,albem001,R,,,,3/L,T,2,0,49
3310,PIT201907050,MIL,6,1,1,2,2,SBBFX,1,0,marts002,R,albem001,R,,,,53/G,F,2,0,50
3311,PIT201907050,MIL,6,1,2,1,1,BFX,1,0,bellj005,L,albem001,R,,,,S8/G,F,20,0,51
3312,PIT201907050,MIL,6,1,2,2,2,..BFBSS,1,0,kangj001,R,claua001,L,bellj005,,,K,F,3,0,52
3318,PIT201907050,MIL,7,1,0,1,1,.SBX,2,0,dickc002,L,jeffj001,R,,,,43/G,T,2,0,58
3319,PIT201907050,MIL,7,1,1,1,2,BCFX,2,0,newmk001,R,jeffj001,R,,,,7/F,F,2,0,59
3320,PIT201907050,MIL,7,1,2,3,2,BFFBBX,2,0,diaze005,R,jeffj001,R,,,,E8/F,F,18,0,60
3321,PIT201907050,MIL,7,1,2,3,0,.BBBB,2,0,cabrm002,L,jeffj001,R,diaze005,,,W.1-2,F,14,0,61
3322,PIT201907050,MIL,7,1,2,0,2,SFX,2,0,fraza001,L,jeffj001,R,cabrm002,diaze005,,S8/G.2-H(UR);1-3,F,20,1,62
3323,PIT201907050,MIL,7,1,2,1,2,..BSTFH,2,1,reynb001,R,hadej001,L,fraza001,,cabrm002,HP.1-2,F,16,0,63
3324,PIT201907050,MIL,7,1,2,0,1,SX,2,1,marts002,R,hadej001,L,reynb001,fraza001,cabrm002,3/P3F,F,2,0,64
3334,PIT201907050,MIL,8,1,0,3,1,BFBBB,6,1,bellj005,R,hadej001,L,,,,W,T,14,0,74
3335,PIT201907050,MIL,8,1,0,1,2,FBCS,6,1,kangj001,R,hadej001,L,bellj005,,,K,F,3,0,75
3336,PIT201907050,MIL,8,1,1,1,2,CBSX,6,1,dickc002,L,hadej001,L,bellj005,,,6/P,F,2,0,76
3337,PIT201907050,MIL,8,1,2,1,1,BFX,6,1,newmk001,R,hadej001,L,bellj005,,,8/F,F,2,0,77
3341,PIT201907050,MIL,9,1,0,1,2,...FBSFX,6,1,diaze005,R,guerd001,R,,,,5/L,T,2,0,81
3342,PIT201907050,MIL,9,1,1,0,2,SFX,6,1,cabrm002,L,guerd001,R,,,,S9/L,F,20,0,82
3343,PIT201907050,MIL,9,1,1,0,2,SFFX,6,1,fraza001,L,guerd001,R,cabrm002,,,S7/L.1-2,F,20,0,83
3344,PIT201907050,MIL,9,1,1,0,0,.X,6,1,stalj001,R,guerd001,R,fraza001,cabrm002,,S7/L.2-3;1-2,F,20,0,84
3345,PIT201907050,MIL,9,1,1,2,0,BBX,6,1,marts002,R,guerd001,R,stalj001,fraza001,cabrm002,9/F/SF.3-H;2-3,F,2,1,85
3346,PIT201907050,MIL,9,1,2,0,0,X,6,2,bellj005,L,guerd001,R,stalj001,,fraza001,HR/9/F.3-H;1-H,F,23,3,86
3347,PIT201907050,MIL,9,1,2,0,0,.X,6,5,kangj001,R,guerj003,R,,,,HR/7/F,F,23,1,87
3348,PIT201907050,MIL,9,1,2,1,0,BX,6,6,dickc002,L,guerj003,R,,,,43/G,F,2,0,88
3355,PIT201907050,MIL,10,1,0,0,0,X,7,6,newmk001,R,guerj003,R,,,,43/G,T,2,0,95
3356,PIT201907050,MIL,10,1,1,0,0,X,7,6,diaze005,R,guerj003,R,,,,S7/G,F,20,0,96
3357,PIT201907050,MIL,10,1,1,1,0,BX,7,6,cabrm002,L,guerj003,R,diaze005,,,8/L+,F,2,0,97
3358,PIT201907050,MIL,10,1,2,1,2,CBFFX,7,6,fraza001,L,guerj003,R,diaze005,,,S64/G.1-2,F,20,0,98
3359,PIT201907050,MIL,10,1,2,1,2,.SSFBS,7,6,musgj001,R,guerj003,R,fraza001,diaze005,,K,F,3,0,99
3366,PIT201907060,MIL,1,1,0,2,2,BFBCX,1,0,fraza001,L,housa001,R,,,,S56/G,T,20,0,7
3367,PIT201907060,MIL,1,1,0,3,2,BSBSBFB,1,0,reynb001,L,housa001,R,fraza001,,,W.1-2,F,14,0,8
3368,PIT201907060,MIL,1,1,0,0,1,FX,1,0,marts002,R,housa001,R,reynb001,fraza001,,46(1)3/GDP.2-3,F,2,0,9
3369,PIT201907060,MIL,1,1,2,3,2,BBBFCFFB,1,0,bellj005,L,housa001,R,,,fraza001,W,F,14,0,10
3370,PIT201907060,MIL,1,1,2,0,0,X,1,0,morac001,L,housa001,R,bellj005,,fraza001,S7/L.3-H;1-2,F,20,1,11
3371,PIT201907060,MIL,1,1,2,0,1,CX,1,1,dickc002,L,housa001,R,morac001,bellj005,,DGR/78/L+.2-H;1-3,F,21,1,12
3372,PIT201907060,MIL,1,1,2,2,2,FFBFBFFFX,1,2,newmk001,R,housa001,R,,dickc002,morac001,S7/G.3-H;2-H,F,20,2,13
3373,PIT201907060,MIL,1,1,2,1,1,SBX,1,4,diaze005,R,housa001,R,newmk001,,,53/G,F,2,0,14
3377,PIT201907060,MIL,2,1,0,0,2,CCFS,1,4,agrad001,R,housa001,R,,,,K,T,3,0,18
3378,PIT201907060,MIL,2,1,1,3,2,BBCFFBB,1,4,fraza001,L,housa001,R,,,,W,F,14,0,19
3379,PIT201907060,MIL,2,1,1,0,1,CB,1,4,reynb001,L,housa001,R,fraza001,,,PB.1-2,F,10,0,20
3380,PIT201907060,MIL,2,1,1,1,1,CB.X,1,4,reynb001,L,housa001,R,,fraza001,,43/G.2-3,F,2,0,21
3381,PIT201907060,MIL,2,1,2,2,2,CBSBFFS,1,4,marts002,R,housa001,R,,,fraza001,K,F,3,0,22
3387,PIT201907060,MIL,3,1,0,0,0,X,2,4,bellj005,L,housa001,R,,,,7/F,T,2,0,28
3388,PIT201907060,MIL,3,1,1,3,2,BFBBFFT,2,4,morac001,L,housa001,R,,,,K,F,3,0,29
3389,PIT201907060,MIL,3,1,2,2,2,FBBTS,2,4,dickc002,L,housa001,R,,,,K,F,3,0,30
3393,PIT201907060,MIL,4,1,0,2,1,BFBX,2,4,newmk001,R,housa001,R,,,,HR/7/F,T,23,1,34
3394,PIT201907060,MIL,4,1,0,0,0,X,2,5,diaze005,R,housa001,R,,,,S7/G+,F,20,0,35
3395,PIT201907060,MIL,4,1,0,0,0,B,2,5,agrad001,R,housa001,R,diaze005,,,PB.1-2,F,10,0,36
3396,PIT201907060,MIL,4,1,0,1,2,B.LCL,2,5,agrad001,R,housa001,R,,diaze005,,K,F,3,0,37
3397,PIT201907060,MIL,4,1,1,2,0,B*BX,2,5,fraza001,L,housa001,R,,diaze005,,7/F,F,2,0,38
3398,PIT201907060,MIL,4,1,2,1,1,*BCX,2,5,reynb001,L,housa001,R,,diaze005,,S5/G.2-2,F,20,0,39
3399,PIT201907060,MIL,4,1,2,0,0,X,2,5,marts002,R,housa001,R,reynb001,diaze005,,64(1)/FO/G,F,2,0,40
3406,PIT201907060,MIL,5,1,0,1,2,.CBCS,2,5,bellj005,L,peraf001,R,,,,K,T,3,0,47
3407,PIT201907060,MIL,5,1,1,1,0,BX,2,5,morac001,L,peraf001,R,,,,S9/L,F,20,0,48
3408,PIT201907060,MIL,5,1,1,1,2,SFBX,2,5,dickc002,L,peraf001,R,morac001,,,9/L,F,2,0,49
3409,PIT201907060,MIL,5,1,2,2,2,CBF*BFX,2,5,newmk001,R,peraf001,R,morac001,,,S9/L.1-3;BX2(96/TH),F,20,0,50
3413,PIT201907060,MIL,6,1,0,3,2,CBBFBFFX,2,5,diaze005,R,peraf001,R,,,,6/P,T,2,0,54
3414,PIT201907060,MIL,6,1,1,1,1,.SBX,2,5,osunj001,R,peraf001,R,,,,D9/L,F,21,0,55
3415,PIT201907060,MIL,6,1,1,0,1,FX,2,5,fraza001,L,peraf001,R,,osunj001,,31/G.2-3,F,2,0,56
3416,PIT201907060,MIL,6,1,2,3,2,CBB*BFB,2,5,reynb001,L,peraf001,R,,,osunj001,W,F,14,0,57
3417,PIT201907060,MIL,6,1,2,0,2,CSX,2,5,marts002,R,peraf001,R,reynb001,,osunj001,T8/L+.3-H;1-H,F,22,2,58
3418,PIT201907060,MIL,6,1,2,3,2,BCBSBFS,2,7,bellj005,L,peraf001,R,,,marts002,K,F,3,0,59
3424,PIT201907060,MIL,7,1,0,2,2,..BBFFX,2,7,morac001,L,smitb005,R,,,,S7/L,T,20,0,65
3425,PIT201907060,MIL,7,1,0,0,2,FSX,2,7,cabrm002,L,smitb005,R,morac001,,,7/F,F,2,0,66
3426,PIT201907060,MIL,7,1,1,3,2,BCSFF1BBFFFX,2,7,newmk001,R,smitb005,R,morac001,,,8/F,F,2,0,67
3427,PIT201907060,MIL,7,1,2,3,2,SSFBFBFBT,2,7,diaze005,R,smitb005,R,morac001,,,K,F,3,0,68
3431,PIT201907060,MIL,8,1,0,0,0,.X,2,7,kangj001,R,smitb005,R,,,,7/F,T,2,0,72
3432,PIT201907060,MIL,8,1,1,2,0,BBX,2,7,fraza001,L,smitb005,R,,,,D9/G,F,21,0,73
3433,PIT201907060,MIL,8,1,1,3,2,BCBSBFB,2,7,reynb001,L,smitb005,R,,fraza001,,W,F,14,0,74
3434,PIT201907060,MIL,8,1,1,0,2,SFX,2,7,marts002,R,smitb005,R,reynb001,fraza001,,S7/G+.2-H;1-3,F,20,1,75
3435,PIT201907060,MIL,8,1,1,2,2,SBCFBB,2,8,bellj005,L,smitb005,R,marts002,,reynb001,WP.1-2,F,9,0,76
3436,PIT201907060,MIL,8,1,1,3,2,SBCFBB.FFS,2,8,bellj005,L,smitb005,R,,marts002,reynb001,K,F,3,0,77
3437,PIT201907060,MIL,8,1,2,0,1,SX,2,8,morac001,L,smitb005,R,,marts002,reynb001,S48/G.3-H;2-H,F,20,2,78
3438,PIT201907060,MIL,8,1,2,1,0,..BX,2,10,cabrm002,L,smitb005,R,morac001,,,HR/89/F.1-H,F,23,2,79
3439,PIT201907060,MIL,8,1,2,1,1,BCX,2,12,newmk001,R,smitb005,R,,,,S7/L,F,20,0,80
3440,PIT201907060,MIL,8,1,2,0,2,SFFX,2,12,diaze005,R,smitb005,R,newmk001,,,43/G+,F,2,0,81
3449,PIT201907070,MIL,1,1,0,2,2,FBBFX,0,0,fraza001,L,andec001,R,,,,S8/G,T,20,0,6
3450,PIT201907070,MIL,1,1,0,3,2,BF1BBFX,0,0,reynb001,L,andec001,R,fraza001,,,6/P,F,2,0,7
3451,PIT201907070,MIL,1,1,1,1,1,*B11FX,0,0,marts002,R,andec001,R,fraza001,,,13/G-.1-2,F,2,0,8
3452,PIT201907070,MIL,1,1,2,2,1,BCBX,0,0,bellj005,L,andec001,R,,fraza001,,43/G,F,2,0,9
3456,PIT201907070,MIL,2,1,0,2,1,BCBX,0,0,cabrm002,L,andec001,R,,,,43/G,T,2,0,13
3457,PIT201907070,MIL,2,1,1,1,1,FBX,0,0,morac001,L,andec001,R,,,,T7/L,F,22,0,14
3458,PIT201907070,MIL,2,1,1,1,2,BFCX,0,0,newmk001,R,andec001,R,,,morac001,S9/G.3-H,F,20,1,15
3459,PIT201907070,MIL,2,1,1,0,0,1X,0,1,stalj001,R,andec001,R,newmk001,,,S9/G.1-3,F,20,0,16
3460,PIT201907070,MIL,2,1,1,0,1,SX,0,1,musgj001,R,andec001,R,stalj001,,newmk001,14/BG/SH.3-H;1-2,F,2,1,17
3461,PIT201907070,MIL,2,1,2,3,0,BB*BX,0,2,fraza001,L,andec001,R,,stalj001,,43/G+,F,2,0,18
3465,PIT201907070,MIL,3,1,0,0,2,CCFX,0,2,reynb001,L,andec001,R,,,,43/G+,T,2,0,22
3466,PIT201907070,MIL,3,1,1,2,2,BFBFS,0,2,marts002,R,andec001,R,,,,K,F,3,0,23
3467,PIT201907070,MIL,3,1,2,3,2,CBBBFC,0,2,bellj005,L,andec001,R,,,,K,F,3,0,24
3471,PIT201907070,MIL,4,1,0,0,0,X,0,2,cabrm002,L,andec001,R,,,,63/G,T,2,0,28
3472,PIT201907070,MIL,4,1,1,1,2,CCBS,0,2,morac001,L,andec001,R,,,,K,F,3,0,29
3473,PIT201907070,MIL,4,1,2,2,1,BSBX,0,2,newmk001,R,andec001,R,,,,S7/L,F,20,0,30
3474,PIT201907070,MIL,4,1,2,0,1,SB,0,2,stalj001,R,andec001,R,newmk001,,,SB2,F,4,0,31
3475,PIT201907070,MIL,4,1,2,3,1,SB.VVV,0,2,stalj001,R,andec001,R,,newmk001,,IW,F,15,0,32
3476,PIT201907070,MIL,4,1,2,1,2,SBSS,0,2,musgj001,R,andec001,R,stalj001,newmk001,,K,F,3,0,33
3481,PIT201907070,MIL,5,1,0,0,1,.CX,1,2,fraza001,L,claua001,L,,,,D9/L,T,21,0,38
3482,PIT201907070,MIL,5,1,0,0,0,X,1,2,reynb001,R,claua001,L,,fraza001,,DGR/7/F.2-H,F,21,1,39
3483,PIT201907070,MIL,5,1,0,1,0,BX,1,3,marts002,R,claua001,L,,reynb001,,2/G-/BINT.2-2,F,2,0,40
3484,PIT201907070,MIL,5,1,1,3,2,BCC*BF*BB,1,3,bellj005,R,claua001,L,,reynb001,,W,F,14,0,41
3485,PIT201907070,MIL,5,1,1,0,1,CX,1,3,cabrm002,R,claua001,L,bellj005,reynb001,,14(1)3/GDP,F,2,0,42
3490,PIT201907070,MIL,6,1,0,2,2,.BSSBS,1,3,morac001,L,burnc002,R,,,,K,T,3,0,47
3491,PIT201907070,MIL,6,1,1,1,2,FFFFBX,1,3,newmk001,R,burnc002,R,,,,8/F,F,2,0,48
3492,PIT201907070,MIL,6,1,2,1,2,CBSFS,1,3,stalj001,R,burnc002,R,,,,K,F,3,0,49
3499,PIT201907070,MIL,7,1,0,3,1,..BFBBB,3,3,kramk001,L,guerj003,R,,,,W,T,14,0,56
3500,PIT201907070,MIL,7,1,0,0,1,CX,3,3,fraza001,L,guerj003,R,kramk001,,,S7/L.1-2,F,20,0,57
3501,PIT201907070,MIL,7,1,0,3,2,BCFFBBX,3,3,reynb001,L,guerj003,R,fraza001,kramk001,,HR/89/F.2-H;1-H,F,23,3,58
3502,PIT201907070,MIL,7,1,0,0,2,FSC,3,6,marts002,R,guerj003,R,,,,K,F,3,0,59
3503,PIT201907070,MIL,7,1,1,2,2,CBBCS,3,6,bellj005,L,guerj003,R,,,,K,F,3,0,60
3504,PIT201907070,MIL,7,1,2,3,1,BBCBB,3,6,cabrm002,L,guerj003,R,,,,W,F,14,0,61
3505,PIT201907070,MIL,7,1,2,0,0,.X,3,6,morac001,L,jeffj001,R,cabrm002,,,S6/G-.1-2,F,20,0,62
3506,PIT201907070,MIL,7,1,2,0,0,X,3,6,newmk001,R,jeffj001,R,morac001,cabrm002,,8/F,F,2,0,63
3513,PIT201907070,MIL,8,1,0,2,0,..BBX,5,6,stalj001,R,jeffj001,R,,,,53/G,T,2,0,70
3514,PIT201907070,MIL,8,1,1,1,2,CBTS,5,6,kangj001,R,jeffj001,R,,,,K,F,3,0,71
3515,PIT201907070,MIL,8,1,2,0,1,FX,5,6,fraza001,L,jeffj001,R,,,,43/G+,F,2,0,72
3525,PIT201907190,PHI,1,1,0,1,2,BFFX,0,0,fraza001,L,arrij001,R,,,,43/G,T,2,0,7
3526,PIT201907190,PHI,1,1,1,1,0,BX,0,0,reynb001,L,arrij001,R,,,,S9/G,F,20,0,8
3527,PIT201907190,PHI,1,1,1,1,0,BC,0,0,marts002,R,arrij001,R,reynb001,,,SB2,F,4,0,9
3528,PIT201907190,PHI,1,1,1,3,2,BC.F*BFF*BX,0,0,marts002,R,arrij001,R,,reynb001,,53/G,F,2,0,10
3529,PIT201907190,PHI,1,1,2,1,0,*BX,0,0,bellj005,L,arrij001,R,,reynb001,,6/P,F,2,0,11
3533,PIT201907190,PHI,2,1,0,1,2,BFFC,0,0,morac001,L,arrij001,R,,,,K,T,3,0,15
3534,PIT201907190,PHI,2,1,1,0,2,FFFX,0,0,dickc002,L,arrij001,R,,,,S49/G,F,20,0,16
3535,PIT201907190,PHI,2,1,1,2,2,*BBFFC,0,0,newmk001,R,arrij001,R,dickc002,,,K+SB2,F,3,0,17
3536,PIT201907190,PHI,2,1,2,3,2,*BCSB*BX,0,0,diaze005,R,arrij001,R,,dickc002,,S8/G.2-H,F,20,1,18
3537,PIT201907190,PHI,2,1,2,0,2,CSC,0,1,lylej001,R,arrij001,R,diaze005,,,K,F,3,0,19
3541,PIT201907190,PHI,3,1,0,2,2,BFFBS,0,1,fraza001,L,arrij001,R,,,,K,T,3,0,23
3542,PIT201907190,PHI,3,1,1,2,0,BBX,0,1,reynb001,L,arrij001,R,,,,31/G,F,2,0,24
3543,PIT201907190,PHI,3,1,2,3,2,FBBFBX,0,1,marts002,R,arrij001,R,,,,53/G,F,2,0,25
3548,PIT201907190,PHI,4,1,0,3,1,BBFBX,0,1,bellj005,L,arrij001,R,,,,7/F,T,2,0,30
3549,PIT201907190,PHI,4,1,1,0,1,FX,0,1,morac001,L,arrij001,R,,,,S7/L.BX2(74/TH),F,20,0,31
3550,PIT201907190,PHI,4,1,2,2,1,BFBX,0,1,dickc002,L,arrij001,R,,,,S7/L,F,20,0,32
3551,PIT201907190,PHI,4,1,2,0,0,X,0,1,newmk001,R,arrij001,R,dickc002,,,64(1)/FO/G,F,2,0,33
3556,PIT201907190,PHI,5,1,0,1,2,CSBX,1,1,diaze005,R,arrij001,R,,,,13/G,T,2,0,38
3557,PIT201907190,PHI,5,1,1,1,0,BX,1,1,lylej001,R,arrij001,R,,,,13/G-,F,2,0,39
3558,PIT201907190,PHI,5,1,2,0,1,CX,1,1,fraza001,L,arrij001,R,,,,53/G,F,2,0,40
3564,PIT201907190,PHI,6,1,0,1,0,BX,1,1,reynb001,L,arrij001,R,,,,7/F,T,2,0,46
3565,PIT201907190,PHI,6,1,1,1,1,CBX,1,1,marts002,R,arrij001,R,,,,63/G,F,2,0,47
3566,PIT201907190,PHI,6,1,2,3,2,BFCBBFFB,1,1,bellj005,L,arrij001,R,,,,W,F,14,0,48
3567,PIT201907190,PHI,6,1,2,1,0,BX,1,1,morac001,L,arrij001,R,bellj005,,,D8/L+.1-3,F,21,0,49
3568,PIT201907190,PHI,6,1,2,3,0,VVVV,1,1,dickc002,L,arrij001,R,,morac001,bellj005,IW,F,15,0,50
3569,PIT201907190,PHI,6,1,2,1,2,.BFFX,1,1,newmk001,R,nicaj001,R,dickc002,morac001,bellj005,13/G,F,2,0,51
3577,PIT201907190,PHI,7,1,0,1,2,.BSFFX,2,1,diaze005,R,alvaj003,L,,,,6/P,T,2,0,59
3578,PIT201907190,PHI,7,1,1,2,2,.SBCFFBFX,2,1,osunj001,R,alvaj003,L,,,,13/G,F,2,0,60
3579,PIT201907190,PHI,7,1,2,1,0,BX,2,1,fraza001,L,alvaj003,L,,,,43/G,F,2,0,61
3587,PIT201907190,PHI,8,1,0,0,2,.CSS,3,1,reynb001,R,irvic001,L,,,,K,T,3,0,69
3588,PIT201907190,PHI,8,1,1,2,2,BFCBX,3,1,marts002,R,irvic001,L,,,,7/L,F,2,0,70
3589,PIT201907190,PHI,8,1,2,2,2,FBCFBFX,3,1,bellj005,R,irvic001,L,,,,23/G-,F,2,0,71
3598,PIT201907190,PHI,9,1,0,2,1,.CBBX,6,1,kangj001,R,irvic001,L,,,,1/P,T,2,0,80
3599,PIT201907190,PHI,9,1,1,1,2,BCSX,6,1,dickc002,L,irvic001,L,,,,S5/G-,F,20,0,81
3600,PIT201907190,PHI,9,1,1,0,0,X,6,1,newmk001,R,irvic001,L,dickc002,,,6/P,F,2,0,82
3601,PIT201907190,PHI,9,1,2,1,2,CBCX,6,1,diaze005,R,irvic001,L,dickc002,,,4/P,F,2,0,83
3605,PIT201907200,PHI,1,1,0,0,0,X,0,0,fraza001,L,efliz001,R,,,,13/BG,T,2,0,4
3606,PIT201907200,PHI,1,1,1,0,2,CFS,0,0,reynb001,L,efliz001,R,,,,K,F,3,0,5
3607,PIT201907200,PHI,1,1,2,0,1,CX,0,0,marts002,R,efliz001,R,,,,63/G,F,2,0,6
3611,PIT201907200,PHI,2,1,0,2,1,BFBH,0,0,bellj005,L,efliz001,R,,,,HP,T,16,0,10
3612,PIT201907200,PHI,2,1,0,1,2,BF1CS,0,0,morac001,L,efliz001,R,bellj005,,,K,F,3,0,11
3613,PIT201907200,PHI,2,1,1,3,2,BSBCFBX,0,0,dickc002,L,efliz001,R,bellj005,,,7/F,F,2,0,12
